@RELATION Restaurant

@ATTRIBUTE name_mongeelkan NUMERIC 
@ATTRIBUTE name_jaro_winkler NUMERIC 
@ATTRIBUTE name_smith_waterman NUMERIC 
@ATTRIBUTE addr_smith_waterman NUMERIC 
@ATTRIBUTE addr_mongeelkan NUMERIC 
@ATTRIBUTE addr_jaro_winkler NUMERIC 
@ATTRIBUTE type_jaro NUMERIC 
@ATTRIBUTE type_jaro_winkler NUMERIC 
@ATTRIBUTE type_smith_waterman NUMERIC 
@ATTRIBUTE city_jaro NUMERIC 
@ATTRIBUTE city_jaro_winkler NUMERIC 
@ATTRIBUTE city_smith_waterman NUMERIC 
@ATTRIBUTE class { match, mismatch }

@DATA
0.467,0,0.2,0.667,0.833,0.746,0.58,0.58,0.333,0.872,0.949,1,mismatch
0.253,0.417,0.178,0.169,0.433,0.487,0,0,0.12,1,1,1,mismatch
0.2,0.391,0.091,0.077,0.417,0.497,0,0,0.075,0.872,0.949,1,mismatch
0.325,0.504,0.2,0.769,0.625,0.786,0.483,0.483,0.125,0.872,0.949,1,mismatch
0.45,0.1,0.2,0.071,0.389,0.604,0.578,0.578,0.16,0.872,0.949,1,mismatch
0.285,0,0.32,0.743,0.733,0.906,0.578,0.578,0.32,0.872,0.949,1,mismatch
0.325,0.482,0.145,0.067,0,0.411,0.403,0.403,0.533,0.872,0.949,1,mismatch
0.767,0.335,0.455,0.72,0.792,0.728,0.514,0.514,0.533,0.872,0.949,1,mismatch
0.363,0,0.4,0.467,0.639,0.622,0.31,0.31,0.143,0.872,0.949,1,mismatch
0.18,0,0.1,0.143,0.333,0.484,0.857,0.943,1,0.872,0.949,1,mismatch
0.529,0,0.364,0.153,0.522,0,0.857,0.943,1,0.872,0.949,1,mismatch
0.411,0.516,0.187,0.133,0.333,0.476,0,0,0.267,0.872,0.949,1,mismatch
0.31,0.494,0.16,0.077,0.375,0,0.448,0.448,0.2,0.872,0.949,1,mismatch
0.522,0.555,0.231,0.308,0.708,0.617,0.537,0.537,0.14,0.872,0.949,1,mismatch
0.317,0.491,0.287,0.286,0.625,0.637,0,0,0,0.872,0.949,1,mismatch
0.467,0.493,0.311,0.492,0.5,0.396,0.6,0.6,0.2,0.872,0.949,1,mismatch
0.333,0.401,0.111,0.308,0.611,0.565,0,0,0.2,0.872,0.949,1,mismatch
0.4,0,0.222,0.308,0.622,0.512,0,0,0.24,0.872,0.949,1,mismatch
0.32,0.558,0.178,0.462,0.511,0.551,0,0,0.2,0.872,0.949,1,mismatch
0.257,0.501,0.2,0.431,0.644,0.684,0,0,0.2,0.872,0.949,1,mismatch
0.2,0.491,0.2,0.308,0.678,0.473,0.6,0.6,0.2,0.872,0.949,1,mismatch
0.6,0.556,0.156,0.231,0.567,0,0.562,0.562,0.2,0.872,0.949,1,mismatch
0.5,0.454,0.5,0.462,0.673,0.1,0.562,0.562,0.2,0.872,0.949,1,mismatch
0.6,0.395,0.436,0.357,0.833,0.649,0.444,0.444,0.2,0.872,0.949,1,mismatch
0.72,0.66,0.4,0.386,0.833,0.53,0,0,0.2,0.872,0.949,1,mismatch
0.5,0.684,0.273,0.429,0.5,0.582,0.833,0.933,1,0.872,0.949,1,mismatch
0.333,0,0.333,0.329,0.511,0.54,0.444,0.444,0.2,0.872,0.949,1,mismatch
0.267,0.481,0.267,0.229,0.5,0.415,0.601,0.601,0.286,0.872,0.949,1,mismatch
0.333,0.551,0.143,0.4,0.733,0.691,0.625,0.625,0.333,0.872,0.949,1,mismatch
0.167,0.663,0.167,0.357,0.656,0.543,0.535,0.535,0.25,0.872,0.949,1,mismatch
0.363,0.333,0.44,0.629,0.562,0.794,0.395,0.395,0.52,1,1,1,mismatch
0.489,0,0.246,0.643,0.75,0.797,0.395,0.395,0.52,1,1,1,mismatch
0.38,0.549,0.267,0.286,0.625,0.497,0.429,0.429,0.229,1,1,1,mismatch
0.318,0.439,0.333,0.429,0.625,0.491,0.405,0.405,0.171,1,1,1,mismatch
0.433,0.712,0.262,0.514,0.625,0.651,0.395,0.395,0.52,1,1,1,mismatch
0.6,0.577,0.367,0.65,0.778,0.856,0.69,0.69,0.457,1,1,1,mismatch
0.445,0.518,0.64,0.42,0.713,0.681,0.486,0.486,0.16,1,1,1,mismatch
0.442,0.521,0.2,0.185,0.678,0,0.382,0.382,0.12,1,1,1,mismatch
0.533,0.632,0.267,0.827,0.817,0.911,0.456,0.456,0.32,1,1,1,mismatch
0.45,0,0.3,0.693,0.65,0.665,0.707,0.707,0.68,1,1,1,mismatch
0.44,0,0.44,0.643,0.708,0.779,0.524,0.524,0.143,1,1,1,mismatch
0.4,0.458,0.286,0.286,0.625,0.637,1,1,1,1,1,1,mismatch
0.26,0,0.133,0.335,0.639,0.592,0,0,0.4,1,1,1,mismatch
0.317,0.447,0.169,0.206,0.483,0.637,0,0.1,0.4,1,1,1,mismatch
0.236,0.464,0.325,0.206,0.622,0.1,1,1,1,1,1,1,mismatch
0.7,0.41,0.244,0.471,0.667,0,0.676,0.676,0.4,1,1,1,mismatch
0.325,0,0.4,0.49,0.72,0.741,0.707,0.707,0.68,1,1,1,mismatch
1,0.626,0.286,0.375,0.686,0.561,0.595,0.595,0.457,1,1,1,mismatch
0.314,0,0.314,0.629,0.524,0,0,0,0.4,1,1,1,mismatch
0.35,0,0.35,0.387,0.5,0.637,0.413,0.413,0.267,1,1,1,mismatch
0.667,0.481,0.44,0.743,0.792,0.717,0,0.1,0.4,1,1,1,mismatch
0.5,0,0.4,0.742,0.806,0.833,0.345,0.345,0.143,1,1,1,mismatch
0.5,0.467,0.2,0.671,0.75,0.886,0,0.1,0.4,1,1,1,mismatch
0.5,0,0.28,0.453,0.75,0,0,0,0.267,1,1,1,mismatch
0.2,0.428,0.2,0.486,0.875,0.657,0.456,0.456,0.32,1,1,1,mismatch
0.3,0.518,0.24,0.457,0.708,0.555,0.522,0.522,0.52,1,1,1,mismatch
0.5,0.521,0.34,0.281,0.583,0.642,1,1,1,1,1,1,mismatch
0.438,0.439,0.36,0.315,0.694,0.603,0.414,0.414,0.229,1,1,1,mismatch
0.31,0.533,0.16,0.346,0.683,0,0.414,0.414,0.229,1,1,1,mismatch
0.45,0,0.45,0.243,0.583,0.511,0,0,0.338,1,1,1,mismatch
0.3,0,0.3,0.271,0.583,0.1,0.626,0.626,0.657,1,1,1,mismatch
0.317,0.436,0.45,0.486,0.667,0.582,1,1,1,1,1,1,mismatch
0.413,0.451,0.141,0.743,0.775,0.927,1,1,1,1,1,1,mismatch
0.36,0.58,0.36,0.52,0.667,0.69,0.437,0.437,0.267,1,1,1,mismatch
0.12,0,0.12,0.48,0.667,0.762,0,0,0.267,1,1,1,mismatch
0.3,0,0.14,0.427,0.542,0.494,0.5,0.5,0.333,1,1,1,mismatch
0.52,0.518,0.26,0.493,0.667,0.855,0,0,0.267,1,1,1,mismatch
0.289,0.593,0.26,0.427,0.458,0.452,0.437,0.437,0.267,1,1,1,mismatch
0.4,0.533,0.4,0.493,0.833,0.573,0.69,0.69,0.457,1,1,1,mismatch
0.65,0.433,0.52,0.237,0.5,0.453,0.448,0.448,0.457,1,1,1,mismatch
0.32,0,0.32,0.733,0.917,0.788,0.69,0.69,0.457,1,1,1,mismatch
0.56,0.504,0.56,0.237,0.5,0.453,1,1,1,1,1,1,mismatch
0.4,0.433,0.2,0.213,0.542,0.461,0.681,0.681,0.575,1,1,1,mismatch
0.32,0.413,0.16,0.627,0.646,0.744,1,1,1,1,1,1,mismatch
0.45,0.457,0.36,0.213,0.458,0.419,0.69,0.69,0.457,1,1,1,mismatch
0.24,0.572,0.14,0.267,0.542,0.491,0,0,0.267,1,1,1,mismatch
0.3,0.505,0.16,0.227,0.39,0.494,0.681,0.681,0.575,1,1,1,mismatch
0.535,0.601,0.46,0.765,0.75,0.833,0.448,0.448,0.457,1,1,1,mismatch
0.46,0.444,0.236,0.227,0.417,0.461,0.69,0.69,0.457,1,1,1,mismatch
0.267,0.481,0.267,0.229,0.438,0.415,0.707,0.707,0.68,1,1,1,mismatch
0.35,0,0.35,0.427,0.643,0,0.69,0.69,0.457,1,1,1,mismatch
0.43,0,0.375,0.456,0.772,0.646,0,0.1,0.4,1,1,1,mismatch
0,0,0,0.167,0.461,0.636,0,0,0.2,1,1,1,mismatch
0.5,0,0.5,0.2,0.347,0.1,0,0,0.2,1,1,1,mismatch
0.6,0.519,0.2,0.714,0.55,0.517,1,1,1,1,1,1,mismatch
0.444,0.555,0.231,0.308,0.667,0.617,0.588,0.67,0.2,1,1,1,mismatch
0.2,0.437,0.2,0.43,0.683,0.739,0.345,0.345,0.143,1,1,1,mismatch
0.229,0.503,0.229,0.208,0.639,0,0.682,0.682,0.4,1,1,1,mismatch
0.733,0,0.314,0.486,0.633,0.505,1,1,1,1,1,1,mismatch
0.167,0,0.167,0.2,0.689,0.578,0,0,0.286,1,1,1,mismatch
0.333,0.373,0.333,0.3,0.786,0.472,0.411,0.411,0.143,1,1,1,mismatch
0.4,0.422,0.2,0.457,0.711,0.627,0.345,0.345,0.143,1,1,1,mismatch
0.333,0.458,0.167,0.111,0.467,0.551,0.414,0.414,0.229,1,1,1,mismatch
0.461,0.471,0.418,0.325,0.606,0.517,1,1,1,1,1,1,mismatch
0.329,0.296,0.178,0.144,0.6,0,0.69,0.69,0.457,1,1,1,mismatch
0.693,0.502,0.417,0.122,0.6,0,1,1,1,1,1,1,mismatch
0.367,0.472,0.15,0.122,0.533,0.456,0.69,0.69,0.457,1,1,1,mismatch
0.55,0.645,0.236,0.122,0.6,0,0.414,0.414,0.229,1,1,1,mismatch
0.417,0,0.236,0.371,0.665,0.691,0,0.1,0.4,1,1,1,mismatch
0.5,0.553,0.5,0.443,0.708,0.799,0.437,0.437,0.267,1,1,1,mismatch
0.267,0.528,0.267,0.357,0.542,0,0.413,0.413,0.267,1,1,1,mismatch
0.24,0,0.2,0.486,0.708,0.799,0,0,0.267,1,1,1,mismatch
0.232,0,0.275,0.286,0.792,0,0.548,0.548,0.371,1,1,1,mismatch
0.4,0.1,0.16,0.514,0.792,0.709,0.69,0.69,0.457,1,1,1,mismatch
0.4,0,0.25,0.229,0.479,0,0.512,0.512,0.25,1,1,1,mismatch
0.35,0.506,0.2,0.124,0.456,0.438,0.429,0.429,0.229,0,0,0.425,mismatch
0.32,0.439,0.182,0.2,0.542,0.453,0.626,0.626,0.657,1,1,1,mismatch
0.48,0,0.291,0.586,0.688,0.76,1,1,1,1,1,1,mismatch
0.275,0,0.16,0.457,0.583,0.66,1,1,1,1,1,1,mismatch
0.36,0.537,0.18,0.547,0.583,0.762,1,1,1,1,1,1,mismatch
0.45,0.478,0.314,0.623,0.887,0.886,0.707,0.707,0.68,1,1,1,mismatch
0.55,0.476,0.229,0.188,0.573,0.606,0.437,0.437,0.267,1,1,1,mismatch
0.35,0.437,0.267,0.154,0.562,0.1,0.69,0.69,0.457,1,1,1,mismatch
0.498,0.498,0.333,0.176,0.648,0.624,0.456,0.456,0.32,1,1,1,mismatch
0.517,0.521,0.289,0.293,0.552,0.532,0.486,0.486,0.16,1,1,1,mismatch
0.267,0.541,0.2,0.213,0.562,0.495,0.426,0.426,0.6,1,1,1,mismatch
0.357,0,0.32,0.373,0.667,0,0,0,0.24,1,1,1,mismatch
0.3,0,0.2,0.48,0.667,0,0.456,0.456,0.32,1,1,1,mismatch
0.167,0,0.167,0.529,0.452,0.651,0,0,0.267,1,1,1,mismatch
0.44,0.429,0.314,0.207,0.574,0.588,0,0,0.233,1,1,1,mismatch
0.4,0.426,0.32,0.514,0.583,0.809,1,1,1,1,1,1,mismatch
0.55,0.428,0.44,0.657,0.688,0.779,0.456,0.456,0.32,1,1,1,mismatch
0.169,0,0.171,0.889,0.875,0.558,0,0,0.24,1,1,1,mismatch
0.32,0.467,0.32,0.729,0.767,0.854,0.413,0.413,0.267,1,1,1,mismatch
0.196,0.261,0.083,0.56,0.764,0.594,0,0,0.2,1,1,1,mismatch
0.533,0.323,0.286,0.48,0.426,0.553,1,1,1,1,1,1,mismatch
0.171,0.524,0.171,0.263,0.57,0.626,1,1,1,1,1,1,mismatch
0.286,0.437,0.286,0.156,0.539,0.639,1,1,1,1,1,1,mismatch
0.225,0.433,0.111,0.328,0.833,0.617,0,0,0.323,1,1,1,mismatch
0.45,0.533,0.2,0.16,0.631,0.629,0.413,0.413,0.267,1,1,1,mismatch
0.333,0.478,0.333,0.192,0.639,0.61,0.512,0.512,1,1,1,1,mismatch
0.4,0.404,0.178,0.45,0.648,0.657,0.415,0.415,0.433,1,1,1,mismatch
0.533,0.533,0.533,0.283,0.644,0.494,0.682,0.682,0.4,1,1,1,mismatch
0.267,0.478,0.333,0.167,0.623,0.495,0,0,0.267,1,1,1,mismatch
0.333,0.543,0.333,0.211,0.427,0.543,1,1,1,1,1,1,mismatch
0.333,0,0.333,0.286,0.4,0.484,1,1,1,1,1,1,mismatch
0.2,0,0.2,0.235,0.693,0.598,1,1,1,1,1,1,mismatch
0.333,0.486,0.333,0.292,0.693,0.585,1,1,1,1,1,1,mismatch
0.433,0.54,0.467,0.295,0.757,0.696,1,1,1,1,1,1,mismatch
0.417,0.519,0.246,1,1,1,1,1,1,1,1,1,mismatch
0.675,0.458,0.25,0.493,0.75,0.701,0,0,0.267,1,1,1,mismatch
0.35,0,0.4,0.387,0.667,0.696,0.437,0.437,0.267,1,1,1,mismatch
0.567,0,0.244,0.347,0.625,0.622,0,0,0.267,1,1,1,mismatch
0.66,0,0.167,0.227,0.5,0.404,1,1,1,1,1,1,mismatch
0.267,0,0.4,0.653,0.792,0.867,0.69,0.69,0.457,1,1,1,mismatch
0.4,0.516,0.222,0.493,0.5,0.792,0.5,0.5,0.325,1,1,1,mismatch
0.517,0.687,0.308,0.427,0.525,0.46,0,0,0.267,1,1,1,mismatch
0.25,0,0.25,0.643,0.625,0.84,0.69,0.69,0.457,1,1,1,mismatch
0.4,0.44,0.4,0.643,0.625,0.858,0.69,0.69,0.457,1,1,1,mismatch
0.333,0.454,0.3,0.48,0.583,0.762,0.428,0.428,0.371,1,1,1,mismatch
0.3,0.442,0.3,0.333,0.525,0.514,0.437,0.437,0.267,1,1,1,mismatch
0.25,0.484,0.267,0.512,0.643,0.714,1,1,1,1,1,1,mismatch
0.328,0.477,0.267,0.28,0.6,0.588,0,0,0.2,1,1,1,mismatch
0.506,0.592,0.141,0.272,0.627,0,1,1,1,1,1,1,mismatch
0.3,0.426,0.2,0.2,0.429,0.583,0,0,0.2,1,1,1,mismatch
0.267,0.559,0.267,0.454,0.676,0.676,1,1,1,1,1,1,mismatch
0.45,0,0.244,0.293,0.5,0.495,0,0,0.2,1,1,1,mismatch
0.5,0.583,0.5,0.293,0.542,0.45,0.395,0.395,0.52,1,1,1,mismatch
0.4,0.438,0.4,0.267,0.7,0.556,0,0.1,0.4,1,1,1,mismatch
0.52,0.41,0.325,0.129,0.625,0.572,0.345,0.345,0.143,1,1,1,mismatch
0.4,0.306,0.325,0.214,0.525,0,0.373,0.373,0.167,1,1,1,mismatch
0.6,0.431,0.25,0.213,0.538,0.444,0.373,0.373,0.167,1,1,1,mismatch
0.457,0.558,0.123,0.667,0.775,0.7,0.413,0.413,0.267,1,1,1,mismatch
0.29,0.459,0.178,0.4,0.762,0.708,0.424,0.424,0.4,1,1,1,mismatch
0.492,0.511,0.333,0.363,0.654,0.684,0.456,0.456,0.32,1,1,1,mismatch
0.42,0.608,0.25,0.267,0.561,0.454,0.437,0.437,0.267,1,1,1,mismatch
0.66,0.569,0.444,0.172,0.495,0.526,0.69,0.69,0.457,1,1,1,mismatch
0.467,0,0.25,0.373,0.481,0.561,1,1,1,1,1,1,mismatch
0.55,0.454,0.55,0.373,0.667,0,0.69,0.69,0.457,1,1,1,mismatch
0.4,0.447,0.4,0.48,0.646,0.621,0.69,0.69,0.457,1,1,1,mismatch
0.533,0.447,0.4,0.587,0.667,0.855,0.69,0.69,0.457,1,1,1,mismatch
0.292,0.537,0.111,0.587,0.833,0.639,1,1,1,1,1,1,mismatch
0.5,0.603,0.222,0.4,0.667,0.711,1,1,1,1,1,1,mismatch
0.333,0.409,0.182,0.48,0.536,0.1,1,1,1,1,1,1,mismatch
0.267,0.489,0.2,0.267,0.667,0.492,1,1,1,1,1,1,mismatch
0.392,0,0.236,0.213,0.542,0.506,1,1,1,1,1,1,mismatch
0.275,0.409,0.229,0.857,0.917,0.906,1,1,1,1,1,1,mismatch
0.5,0,0.25,0.543,0.75,0.708,0.413,0.413,0.267,1,1,1,mismatch
0.4,0.68,0.378,0.454,0.6,0.617,0.69,0.69,0.457,1,1,1,mismatch
0.4,0.509,0.178,0.671,0.792,0.75,1,1,1,1,1,1,mismatch
0.55,0.544,0.45,0.468,0.676,0.664,0.69,0.69,0.457,1,1,1,mismatch
0.314,0.619,0.314,0.308,0.611,0.669,0.405,0.405,0.171,1,1,1,mismatch
0.533,0.533,0.32,0.308,0.704,0,0.415,0.415,0.231,1,1,1,mismatch
0.5,0.324,0.2,0.207,0.454,0,0.676,0.676,0.4,1,1,1,mismatch
0.333,0.317,0.2,0.533,0.533,0.541,0,0.1,0.4,1,1,1,mismatch
0.2,0.442,0.2,0.333,0.396,0.402,0,0.1,0.4,1,1,1,mismatch
0.417,0.474,0.178,0.267,0.472,0.527,0.869,0.869,0.771,1,1,1,mismatch
0.56,0.587,0.4,0.267,0.606,0.57,0.869,0.869,0.771,1,1,1,mismatch
0.26,0.433,0.32,0.48,0.5,0.733,1,1,1,1,1,1,mismatch
0.41,0.677,0.48,0.267,0.742,0.64,0.512,0.512,0.25,1,1,1,mismatch
0.2,0.562,0.2,0.169,0.589,0.589,0.548,0.548,0.371,1,1,1,mismatch
0.24,0.448,0.24,0.185,0.667,0.634,0.552,0.552,0.24,1,1,1,mismatch
0.517,0,0.145,0.133,0.333,0.476,0,0,0.233,1,1,1,mismatch
0.3,0.514,0.24,0.368,0.812,0.681,0,0,0.325,1,1,1,mismatch
0.4,0,0.4,0.805,0.854,0.913,0.69,0.69,0.457,1,1,1,mismatch
0.4,0,0.4,0.3,0.604,0.624,0,0,0.2,1,1,1,mismatch
0.273,0.435,0.186,0.39,0.867,0.779,0,0,0.429,1,1,1,mismatch
0.25,0,0.157,0.613,0.783,0.734,0.588,0.67,0.2,1,1,1,mismatch
0.37,0.56,0.3,0.3,0.679,0.647,0.414,0.414,0.229,1,1,1,mismatch
0.311,0.399,0.343,0.167,0.578,0.612,0.448,0.448,0.457,1,1,1,mismatch
0.433,0.472,0.22,0.725,0.783,0.743,0.413,0.413,0.267,1,1,1,mismatch
0.198,0.517,0.114,0.457,0.546,0.511,0.424,0.424,0.4,1,1,1,mismatch
0.567,0.565,0.36,0.571,0.652,0.1,0.456,0.456,0.32,1,1,1,mismatch
0.467,0.449,0.182,0.693,0.53,0.726,0,0.1,0.4,1,1,1,mismatch
0.36,0.424,0.36,0.28,0.689,0.1,0.69,0.69,0.457,1,1,1,mismatch
0.417,0,0.25,0.343,0.55,0.452,0,0.1,0.4,1,1,1,mismatch
0.8,0.563,0.186,0.217,0.633,0,0,0,0.267,1,1,1,mismatch
0.382,0.405,0.289,0.338,0.542,0.463,0.69,0.69,0.457,1,1,1,mismatch
0.36,0.537,0.154,0.217,0.833,0,0,0,0.2,1,1,1,mismatch
0.36,0,0.171,0.338,0.542,0.463,0.69,0.69,0.457,1,1,1,mismatch
0.343,0.476,0.286,0.174,0.758,0.54,1,1,1,1,1,1,mismatch
0.345,0.676,0.186,0.461,0.917,0,0.345,0.345,0.143,1,1,1,mismatch
0.32,0.64,0.143,0.261,0.55,0,1,1,1,1,1,1,mismatch
0.36,0.563,0.143,0.286,0.367,0.392,1,1,1,1,1,1,mismatch
0.42,0.571,0.229,0.286,0.367,0.392,1,1,1,1,1,1,mismatch
0.8,0.599,0.171,0.329,0.367,0.392,0,0,0.2,1,1,1,mismatch
0.338,0,0.244,0.286,0.417,0.392,0.682,0.682,0.4,1,1,1,mismatch
0.353,0,0.233,0.769,0.8,0,0,0.1,0.4,1,1,1,mismatch
0.305,0.345,0.143,0.348,0.764,0.692,1,1,1,1,1,1,mismatch
0.7,0.594,0.325,0.267,0.367,0,0.69,0.69,0.457,1,1,1,mismatch
0.326,0,0.371,0.286,0.417,0.392,0.512,0.512,1,1,1,1,mismatch
0.46,0.694,0.229,0.191,0.55,0,1,1,1,1,1,1,mismatch
0.298,0,0.229,0.33,0.758,0.639,0.69,0.69,0.457,1,1,1,mismatch
0.467,0,0.244,0.28,0.522,0,0.5,0.5,0.325,1,1,1,mismatch
0.45,0.571,0.243,0.461,0.8,0.706,0,0.1,0.4,1,1,1,mismatch
0.5,0.434,0.2,0.678,0.722,0.816,1,1,1,1,1,1,mismatch
0.45,0.621,0.333,0.286,0.367,0.392,0,0,0.267,1,1,1,mismatch
0.7,0.599,0.183,0.28,0.5,0,0,0,0.267,1,1,1,mismatch
0.443,0.492,0.433,0.28,0.689,0.1,0,0,0.267,1,1,1,mismatch
0.383,0.484,0.367,0.209,0.856,0.583,0.69,0.69,0.457,1,1,1,mismatch
0.32,0.483,0.114,0.28,0.689,0.1,1,1,1,1,1,1,mismatch
0.2,0.413,0.2,0.4,0.758,0.534,1,1,1,1,1,1,mismatch
0.45,0.599,0.183,0.322,0.578,0.562,0,0,0.2,1,1,1,mismatch
0.558,0.63,0.415,0.461,0.633,0,0.869,0.869,0.771,1,1,1,mismatch
0.55,0,0.171,0.373,0.689,0.1,0.69,0.69,0.457,1,1,1,mismatch
0.5,0.59,0.4,0.3,0.5,0.452,0.69,0.69,0.457,1,1,1,mismatch
0.36,0.612,0.52,0.28,0.5,0,1,1,1,1,1,1,mismatch
0.375,0.452,0.171,0.6,0.758,0.506,1,1,1,1,1,1,mismatch
0.7,0,0.273,0.56,0.758,0,0,0,0.267,1,1,1,mismatch
0.525,0.63,0.2,0.278,0.578,0.528,0.681,0.681,0.575,1,1,1,mismatch
0.308,0.595,0.375,0.217,0.689,0.506,0,0,0.267,1,1,1,mismatch
0.346,0.548,0.371,0.28,0.689,0.1,0.69,0.69,0.457,1,1,1,mismatch
0.26,0.392,0.186,0.3,0.5,0.452,1,1,1,1,1,1,mismatch
0.477,0,0.433,0.3,0.5,0.452,0.345,0.345,0.143,1,1,1,mismatch
0.52,0.552,0.3,0.267,0.556,0,0,0,0.375,1,1,1,mismatch
0.45,0.574,0.2,0.4,0.758,0,0,0.1,0.4,1,1,1,mismatch
0.263,0.548,0.286,0.3,0.717,0.556,0,0,0.267,1,1,1,mismatch
0.52,0.476,0.3,0.174,0.728,0.581,0.69,0.69,0.457,1,1,1,mismatch
0.287,0.651,0.333,0.687,0.889,0.853,0.512,0.512,1,1,1,1,mismatch
0.483,0.728,0.262,0.243,0.856,0.497,0,0.1,0.4,1,1,1,mismatch
0.4,0.494,0.286,0.087,0.314,0,1,1,1,1,1,1,mismatch
0.433,0,0.2,0.157,0.644,0.599,0.345,0.345,0.143,1,1,1,mismatch
0.55,0.479,0.32,0.3,0.717,0.556,0.69,0.69,0.457,1,1,1,mismatch
0.3,0,0.222,0.28,0.689,0.1,0,0,0.267,1,1,1,mismatch
0.2,0.387,0.091,0.267,0.556,0.1,1,1,1,1,1,1,mismatch
0.45,0.576,0.143,0.243,0.717,0.686,0,0,0.2,1,1,1,mismatch
0.533,0,0.3,0.333,0.597,0,0,0,0.2,1,1,1,mismatch
0.375,0.59,0.24,0.278,0.744,0.558,1,1,1,1,1,1,mismatch
0.45,0,0.236,0.557,0.911,0.728,0,0,0.267,1,1,1,mismatch
0.377,0.661,0.514,0.221,0.689,0.717,1,1,1,1,1,1,mismatch
0.433,0,0.18,0.3,0.5,0.452,1,1,1,1,1,1,mismatch
0.282,0.537,0.236,0.247,0.8,0.678,1,1,1,1,1,1,mismatch
0.2,0.419,0.2,0.53,0.639,0.669,1,1,1,1,1,1,mismatch
0.583,0.408,0.243,0.174,0.758,0.1,1,1,1,1,1,1,mismatch
0.333,0,0.143,0.478,0.639,0.669,1,1,1,1,1,1,mismatch
0.7,0.587,0.356,0.267,0.367,0,1,1,1,1,1,1,mismatch
0.31,0.508,0.114,0.286,0.367,0.392,0,0.1,0.4,1,1,1,mismatch
0.457,0,0.231,0.496,0.689,0,0,0,0.267,1,1,1,mismatch
0.567,0.581,0.271,0.383,0.667,0,1,1,1,1,1,1,mismatch
0.143,0.413,0.167,0.286,0.367,0.392,1,1,1,1,1,1,mismatch
0.35,0,0.255,0.409,0.758,0.515,1,1,1,1,1,1,mismatch
0.45,0,0.171,0.267,0.556,0.1,0,0,0.267,1,1,1,mismatch
0.233,0.458,0.217,0.329,0.417,0.392,0.345,0.345,0.143,1,1,1,mismatch
0.7,0,0.356,0.278,0.578,0.515,1,1,1,1,1,1,mismatch
0.45,0,0.143,0.308,0.367,0.467,0,0,0.325,1,1,1,mismatch
0.45,0.631,0.229,0.304,0.578,0.531,1,1,1,1,1,1,mismatch
0.282,0.635,0.325,0.461,0.633,0.683,0,0,0.267,1,1,1,mismatch
0.26,0.494,0.32,0.174,0.544,0.453,1,1,1,1,1,1,mismatch
0.45,0,0.25,0.226,0.722,0.612,0.682,0.682,0.4,1,1,1,mismatch
0.171,0.405,0.143,0.252,0.569,0.453,0.69,0.69,0.457,1,1,1,mismatch
0.34,0.476,0.257,0.27,0.556,0.584,0,0,0.2,1,1,1,mismatch
0.225,0.448,0.1,0.4,0.717,0.1,1,1,1,1,1,1,mismatch
0.45,0.641,0.218,0.369,0.8,0.2,0,0,0.267,1,1,1,mismatch
0.48,0.458,0.217,0.261,0.561,0.519,0.389,0.389,1,1,1,1,mismatch
0.42,0.584,0.262,0.174,0.444,0.507,1,1,1,1,1,1,mismatch
0.472,0.512,0.425,0.174,0.561,0.509,0,0.1,0.4,1,1,1,mismatch
0.65,0.394,0.178,0.148,0.664,0.584,0.869,0.869,0.771,1,1,1,mismatch
0.3,0,0.35,0.261,0.55,0.654,0.69,0.69,0.457,1,1,1,mismatch
0.55,0.565,0.271,0.267,0.556,0,0.69,0.69,0.457,1,1,1,mismatch
1,0.646,0.154,0.539,0.633,0.704,0.69,0.69,0.457,1,1,1,mismatch
0.41,0.571,0.214,0.286,0.367,0.392,0,0.1,0.4,1,1,1,mismatch
0.4,0,0.4,0.307,0.556,0,0,0,0.267,1,1,1,mismatch
0.338,0.587,0.244,0.539,0.633,0.665,0.869,0.869,0.771,1,1,1,mismatch
0.275,0.405,0.229,0.217,0.736,0.547,0,0.1,0.4,1,1,1,mismatch
0.487,0.514,0.186,0.226,0.75,0.651,1,1,1,1,1,1,mismatch
0.45,0,0.26,0.174,0.689,0.618,0.512,0.512,1,1,1,1,mismatch
0.377,0.498,0.186,0.174,0.514,0,0,0,0.267,1,1,1,mismatch
0.333,0.468,0.333,0.183,0.544,0.542,1,1,1,1,1,1,mismatch
0.36,0.617,0.291,0.191,0.739,0.747,1,1,1,1,1,1,mismatch
0.246,0.548,0.371,0.461,0.633,0.683,1,1,1,1,1,1,mismatch
0.267,0.567,0.333,0.4,0.508,0,0,0.1,0.4,1,1,1,mismatch
0.36,0.569,0.182,0.174,0.544,0,0,0,0.2,1,1,1,mismatch
0.367,0.456,0.167,0.169,0.281,0.467,0.69,0.69,0.457,1,1,1,mismatch
0.45,0.641,0.273,0.278,0.8,0.531,0,0,0.2,1,1,1,mismatch
0.375,0.51,0.2,0.191,0.633,0.452,0,0,0.2,1,1,1,mismatch
0.34,0.438,0.157,0.364,0.372,0.424,1,1,1,1,1,1,mismatch
0.5,0,0.5,0.53,0.925,0.486,0,0,0.267,1,1,1,mismatch
0.333,0.46,0.467,0.47,0.833,0.699,1,1,1,1,1,1,mismatch
0.4,0,0.32,0.529,0.708,0.809,0.707,0.707,0.68,1,1,1,mismatch
