@RELATION Restaurant

@ATTRIBUTE name_cosine NUMERIC 
@ATTRIBUTE name_jaccard NUMERIC 
@ATTRIBUTE name_jaro NUMERIC 
@ATTRIBUTE name_jaro_winkler NUMERIC 
@ATTRIBUTE name_lev NUMERIC 
@ATTRIBUTE name_mongeelkan NUMERIC 
@ATTRIBUTE name_qg NUMERIC 
@ATTRIBUTE name_smith_waterman NUMERIC 
@ATTRIBUTE name_exact NUMERIC 
@ATTRIBUTE addr_cosine NUMERIC 
@ATTRIBUTE addr_jaccard NUMERIC 
@ATTRIBUTE addr_jaro NUMERIC 
@ATTRIBUTE addr_jaro_winkler NUMERIC 
@ATTRIBUTE addr_lev NUMERIC 
@ATTRIBUTE addr_mongeelkan NUMERIC 
@ATTRIBUTE addr_qg NUMERIC 
@ATTRIBUTE addr_smith_waterman NUMERIC 
@ATTRIBUTE addr_exact NUMERIC 
@ATTRIBUTE type_cosine NUMERIC 
@ATTRIBUTE type_jaccard NUMERIC 
@ATTRIBUTE type_jaro NUMERIC 
@ATTRIBUTE type_jaro_winkler NUMERIC 
@ATTRIBUTE type_lev NUMERIC 
@ATTRIBUTE type_mongeelkan NUMERIC 
@ATTRIBUTE type_qg NUMERIC 
@ATTRIBUTE type_smith_waterman NUMERIC 
@ATTRIBUTE type_exact NUMERIC 
@ATTRIBUTE city_cosine NUMERIC 
@ATTRIBUTE city_jaccard NUMERIC 
@ATTRIBUTE city_jaro NUMERIC 
@ATTRIBUTE city_jaro_winkler NUMERIC 
@ATTRIBUTE city_lev NUMERIC 
@ATTRIBUTE city_mongeelkan NUMERIC 
@ATTRIBUTE city_qg NUMERIC 
@ATTRIBUTE city_smith_waterman NUMERIC 
@ATTRIBUTE city_exact NUMERIC 
@ATTRIBUTE class { match, mismatch }

@DATA
0,0,0.588,0.712,0.3,0.433,0.162,0.262,0,0.167,0.083,0.651,0.651,0.214,0.625,0.167,0.514,0,0,0,0.395,0.395,0.143,0.52,0,0.52,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.577,0.577,0.154,0.6,0,0.367,0,0.5,0.333,0.856,0.856,0.75,0.778,0.538,0.65,0,0,0,0.69,0.69,0.375,0.457,0.211,0.457,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.518,0.518,0.231,0.445,0,0.64,0,0.354,0.214,0.681,0.681,0.5,0.713,0.548,0.42,0,0,0,0.486,0.486,0.154,0.4,0,0.16,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.521,0.521,0.308,0.442,0.074,0.2,0,0.126,0.067,0,0,0.275,0.678,0.086,0.185,0,0,0,0.382,0.382,0.091,0.287,0,0.12,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.591,0.632,0.091,0.533,0.095,0.267,0,0.5,0.333,0.911,0.911,0.867,0.817,0.647,0.827,0,0,0,0.456,0.456,0,0.32,0,0.32,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0,0.45,0,0.3,0,0.333,0.182,0.665,0.665,0.262,0.65,0.262,0.693,0,0,0,0.707,0.707,0.571,0.68,0.375,0.68,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.167,0.44,0,0.44,0,0.5,0.333,0.779,0.779,0.667,0.708,0.485,0.643,0,0,0,0.524,0.524,0.143,0.143,0,0.143,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.458,0.458,0.174,0.4,0,0.286,0,0.25,0.143,0.637,0.637,0.467,0.625,0.242,0.286,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.071,0.26,0,0.133,0,0.289,0.167,0.592,0.592,0.163,0.639,0.238,0.335,0,0,0,0,0,0.167,0.4,0.121,0.4,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.447,0.447,0.143,0.317,0,0.169,0,0.183,0.1,0.637,0.637,0.306,0.483,0.113,0.206,0,0,0,0,0.1,0.5,0.4,0.353,0.4,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.464,0.464,0.143,0.236,0,0.325,0,0.144,0.077,0,0.1,0.292,0.622,0.145,0.206,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.41,0.41,0.143,0.7,0,0.244,0,0.144,0.077,0,0,0.458,0.667,0.289,0.471,0,0,0,0.676,0.676,0.429,0.4,0.25,0.4,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.143,0.325,0,0.4,0,0.333,0.2,0.741,0.741,0.581,0.72,0.394,0.49,0,0,0,0.707,0.707,0.571,0.68,0.375,0.68,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.626,0.626,0.154,1,0,0.286,0,0.463,0.3,0.561,0.561,0.241,0.686,0.351,0.375,0,0,0,0.595,0.595,0.357,0.449,0.16,0.457,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.143,0.314,0,0.314,0,0.378,0.222,0,0,0.345,0.524,0.298,0.629,0,0,0,0,0,0.286,0.36,0.174,0.4,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.286,0.35,0.133,0.35,0,0.378,0.222,0.637,0.637,0.31,0.5,0.208,0.387,0,0,0,0.413,0.413,0.143,0.293,0,0.267,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.481,0.481,0.087,0.667,0,0.44,0,0.333,0.182,0.717,0.717,0.268,0.792,0.271,0.743,0,0,0,0,0.1,0.5,0.4,0.353,0.4,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.062,0.5,0,0.4,0,0.667,0.5,0.833,0.833,0.76,0.806,0.642,0.742,0,0,0,0.345,0.345,0.125,0.143,0,0.143,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.467,0.467,0,0.5,0,0.2,0,0.5,0.333,0.886,0.886,0.733,0.75,0.485,0.671,0,0,0,0,0.1,0.5,0.4,0.353,0.4,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.167,0.5,0,0.28,0,0.204,0.111,0,0,0.458,0.75,0.326,0.453,0,0,0,0,0,0.25,0.267,0,0.267,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.428,0.428,0.083,0.2,0,0.2,0,0.204,0.111,0.657,0.657,0.458,0.875,0.381,0.486,0,0,0,0.456,0.456,0,0.32,0,0.32,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.518,0.518,0.077,0.3,0,0.24,0,0,0,0.555,0.555,0.275,0.708,0.172,0.457,0,0,0,0.522,0.522,0.25,0.52,0.095,0.52,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.521,0.521,0.292,0.5,0.053,0.34,0,0.158,0.083,0.642,0.642,0.362,0.583,0.169,0.281,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.439,0.439,0.208,0.438,0.053,0.36,0,0.2,0.111,0.559,0.603,0.375,0.694,0.161,0.315,0,0,0,0.414,0.414,0.1,0.533,0,0.229,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.533,0.533,0,0.31,0,0.16,0,0.316,0.182,0,0,0.255,0.683,0.26,0.346,0,0,0,0.414,0.414,0.1,0.533,0,0.229,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0,0.45,0,0.45,0,0,0,0.511,0.511,0.289,0.583,0.143,0.243,0,0,0,0,0,0.462,0.525,0.2,0.338,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0,0.3,0,0.3,0,0,0,0,0.1,0.244,0.583,0.136,0.271,0,0,0,0.626,0.626,0.385,0.657,0.167,0.657,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.436,0.436,0.118,0.317,0.08,0.45,0,0.177,0.091,0.536,0.582,0.229,0.667,0.212,0.486,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.451,0.451,0.111,0.413,0,0.141,0,0.5,0.333,0.927,0.927,0.786,0.775,0.562,0.743,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.533,0.58,0.2,0.36,0.105,0.36,0,0.5,0.333,0.655,0.69,0.688,0.667,0.457,0.52,0,0,0,0.437,0.437,0,0.267,0,0.267,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0,0.12,0,0.12,0,0.5,0.333,0.762,0.762,0.6,0.667,0.412,0.48,0,0,0,0,0,0.25,0.267,0,0.267,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0,0.3,0,0.14,0,0,0,0.494,0.494,0.25,0.542,0.136,0.427,0,0,0,0.5,0.5,0.083,0.333,0,0.333,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.518,0.518,0.091,0.52,0,0.26,0,0.5,0.333,0.839,0.855,0.667,0.667,0.471,0.493,0,0,0,0,0,0.25,0.267,0,0.267,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.593,0.593,0.167,0.289,0,0.26,0,0,0,0.452,0.452,0.25,0.458,0.136,0.427,0,0,0,0.437,0.437,0,0.267,0,0.267,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.533,0.533,0.2,0.4,0,0.4,0,0.5,0.333,0.573,0.573,0.562,0.833,0.4,0.493,0,0,0,0.69,0.69,0.375,0.457,0.211,0.457,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.433,0.433,0.2,0.65,0,0.52,0,0,0,0.453,0.453,0.225,0.5,0.067,0.237,0,0,0,0.448,0.448,0.25,0.457,0.087,0.457,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.091,0.32,0,0.32,0,0.5,0.333,0.765,0.788,0.812,0.917,0.629,0.733,0,0,0,0.69,0.69,0.375,0.457,0.211,0.457,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.504,0.504,0.111,0.56,0,0.56,0,0,0,0.453,0.453,0.225,0.5,0.067,0.237,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.433,0.433,0.1,0.4,0,0.2,0,0,0,0.461,0.461,0.25,0.542,0.102,0.213,0,0,0,0.681,0.681,0.333,0.575,0.167,0.575,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.413,0.413,0.182,0.32,0.08,0.16,0,0.5,0.333,0.744,0.744,0.667,0.646,0.471,0.627,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.457,0.457,0.222,0.45,0.062,0.36,0,0,0,0.419,0.419,0.25,0.458,0.102,0.213,0,0,0,0.69,0.69,0.375,0.457,0.211,0.457,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.572,0.572,0.167,0.24,0,0.14,0,0.204,0.111,0.491,0.491,0.333,0.542,0.186,0.267,0,0,0,0,0,0.25,0.267,0,0.267,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.505,0.505,0.182,0.3,0,0.16,0,0,0,0.494,0.494,0.25,0.39,0.068,0.227,0,0,0,0.681,0.681,0.333,0.575,0.167,0.575,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.601,0.601,0.278,0.535,0.125,0.46,0,0.625,0.455,0.833,0.833,0.825,0.75,0.69,0.765,0,0,0,0.448,0.448,0.25,0.457,0.087,0.457,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.444,0.444,0.222,0.46,0,0.236,0,0,0,0.461,0.461,0.225,0.417,0.068,0.227,0,0,0,0.69,0.69,0.375,0.457,0.211,0.457,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.481,0.481,0.111,0.267,0,0.267,0,0,0,0.415,0.415,0.25,0.438,0.103,0.229,0,0,0,0.707,0.707,0.571,0.68,0.375,0.68,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.25,0.35,0,0.35,0,0.408,0.25,0,0,0.243,0.643,0.214,0.427,0,0,0,0.69,0.69,0.375,0.457,0.211,0.457,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.103,0.43,0,0.375,0,0.289,0.167,0.558,0.646,0.452,0.772,0.366,0.456,0,0,0,0,0.1,0.5,0.4,0.353,0.4,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0,0,0,0,0,0,0,0.636,0.636,0.286,0.461,0.09,0.167,0,0,0,0,0,0.2,0.533,0,0.2,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.077,0.5,0,0.5,0,0,0,0,0.1,0.25,0.347,0.074,0.2,0,0,0,0,0,0.2,0.533,0,0.2,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.519,0.519,0.154,0.6,0,0.2,0,0.408,0.222,0.517,0.517,0.224,0.55,0.299,0.714,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.555,0.555,0.118,0.444,0.059,0.231,0,0.289,0.167,0.574,0.617,0.357,0.667,0.323,0.308,0,0,0,0.588,0.67,0.364,0.433,0.16,0.2,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.437,0.437,0.143,0.2,0,0.2,0,0.333,0.2,0.739,0.739,0.52,0.683,0.367,0.43,0,0,0,0.345,0.345,0.125,0.143,0,0.143,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.503,0.503,0.111,0.229,0,0.229,0,0.136,0.071,0,0,0.225,0.639,0.087,0.208,0,0,0,0.682,0.682,0.308,0.4,0.16,0.4,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.2,0.733,0,0.314,0,0.204,0.111,0.505,0.505,0.36,0.633,0.279,0.486,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0,0.167,0,0.167,0,0.136,0.071,0.578,0.578,0.25,0.689,0.188,0.2,0,0,0,0,0,0.154,0.286,0,0.286,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.373,0.373,0.143,0.333,0,0.333,0,0.136,0.071,0.472,0.472,0.175,0.786,0.173,0.3,0,0,0,0.411,0.411,0,0.143,0,0.143,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.422,0.422,0.1,0.4,0,0.2,0,0.204,0.111,0.627,0.627,0.5,0.711,0.368,0.457,0,0,0,0.345,0.345,0.125,0.143,0,0.143,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.458,0.458,0.286,0.333,0,0.167,0,0,0,0.551,0.551,0.25,0.467,0,0.111,0,0,0,0.414,0.414,0.1,0.367,0,0.229,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.471,0.471,0.143,0.461,0,0.418,0,0.144,0.077,0.517,0.517,0.366,0.606,0.29,0.325,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.296,0.296,0.083,0.329,0,0.178,0,0,0,0,0,0.2,0.6,0,0.144,0,0,0,0.69,0.69,0.375,0.457,0.211,0.457,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.502,0.502,0.25,0.693,0.056,0.417,0,0,0,0,0,0.22,0.6,0,0.122,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.472,0.472,0.083,0.367,0,0.15,0,0,0,0.456,0.456,0.174,0.533,0,0.122,0,0,0,0.69,0.69,0.375,0.457,0.211,0.457,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.645,0.645,0.333,0.55,0.148,0.236,0,0,0,0,0,0.22,0.6,0,0.122,0,0,0,0.414,0.414,0.1,0.533,0,0.229,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.214,0.417,0,0.236,0,0.375,0.231,0.657,0.691,0.478,0.665,0.396,0.371,0,0,0,0,0.1,0.5,0.4,0.353,0.4,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.553,0.553,0.158,0.5,0.069,0.5,0,0.5,0.333,0.776,0.799,0.643,0.708,0.438,0.443,0,0,0,0.437,0.437,0,0.267,0,0.267,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.528,0.528,0.25,0.267,0,0.267,0,0,0,0,0,0.268,0.542,0.169,0.357,0,0,0,0.413,0.413,0.071,0.267,0,0.267,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0,0.24,0,0.2,0,0.5,0.333,0.776,0.799,0.643,0.708,0.438,0.486,0,0,0,0,0,0.25,0.267,0,0.267,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.105,0.232,0,0.275,0,0,0,0,0,0.22,0.792,0.169,0.286,0,0,0,0.548,0.548,0.286,0.433,0.08,0.371,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0.1,0.263,0.4,0.061,0.16,0,0.5,0.333,0.676,0.709,0.643,0.792,0.438,0.514,0,0,0,0.69,0.69,0.375,0.457,0.211,0.457,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.1,0.4,0.091,0.25,0,0,0,0,0,0.244,0.479,0.102,0.229,0,0,0,0.512,0.512,0.143,0.276,0.077,0.25,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.506,0.506,0.167,0.35,0,0.2,0,0,0,0.438,0.438,0.214,0.456,0.03,0.124,0,0,0,0.429,0.429,0.143,0.229,0,0.229,0,0,0,0,0,0.385,0.525,0.16,0.425,0,mismatch
0,0,0.439,0.439,0.105,0.32,0,0.182,0,0,0,0.453,0.453,0.225,0.542,0.102,0.2,0,0,0,0.626,0.626,0.385,0.657,0.167,0.657,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.188,0.48,0,0.291,0,0.5,0.333,0.76,0.76,0.667,0.688,0.485,0.586,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.091,0.275,0,0.16,0,0.25,0.143,0.66,0.66,0.533,0.583,0.242,0.457,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.537,0.537,0.25,0.36,0,0.18,0,0.25,0.143,0.762,0.762,0.667,0.583,0.353,0.547,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.478,0.478,0.111,0.45,0,0.314,0,0.75,0.6,0.886,0.886,0.617,0.887,0.653,0.623,0,0,0,0.707,0.707,0.571,0.68,0.375,0.68,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.476,0.476,0.111,0.55,0,0.229,0,0.144,0.077,0.606,0.606,0.277,0.573,0.143,0.188,0,0,0,0.437,0.437,0,0.267,0,0.267,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.437,0.437,0,0.35,0,0.267,0,0.144,0.077,0,0.1,0.255,0.562,0.104,0.154,0,0,0,0.69,0.69,0.375,0.457,0.211,0.457,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.498,0.498,0.139,0.498,0,0.333,0,0.144,0.077,0.624,0.624,0.295,0.648,0.173,0.176,0,0,0,0.456,0.456,0,0.32,0,0.32,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.521,0.521,0.154,0.517,0,0.289,0,0,0,0.532,0.532,0.293,0.552,0.133,0.293,0,0,0,0.486,0.486,0.154,0.533,0,0.16,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.541,0.541,0.222,0.267,0,0.2,0,0,0,0.495,0.495,0.268,0.562,0.133,0.213,0,0,0,0.426,0.426,0.231,0.6,0.182,0.6,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.077,0.357,0,0.32,0,0.5,0.333,0,0,0.533,0.667,0.353,0.373,0,0,0,0,0,0.1,0.287,0,0.24,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0,0.3,0,0.2,0,0.5,0.333,0,0,0.6,0.667,0.412,0.48,0,0,0,0.456,0.456,0,0.32,0,0.32,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0,0.167,0,0.167,0,0.167,0.083,0.651,0.651,0.214,0.452,0.167,0.529,0,0,0,0,0,0.25,0.267,0,0.267,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.429,0.429,0,0.44,0,0.314,0,0.149,0.077,0.588,0.588,0.286,0.574,0.108,0.207,0,0,0,0,0,0.2,0.333,0,0.233,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.426,0.426,0.077,0.4,0,0.32,0,0.25,0.143,0.809,0.809,0.6,0.583,0.364,0.514,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.428,0.428,0.083,0.55,0,0.44,0,0.25,0.143,0.779,0.779,0.733,0.688,0.424,0.657,0,0,0,0.456,0.456,0,0.32,0,0.32,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.133,0.169,0,0.171,0,0.25,0.111,0.558,0.558,0.19,0.875,0.291,0.889,0,0,0,0,0,0.1,0.287,0,0.24,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.467,0.467,0,0.32,0,0.32,0,0.667,0.5,0.854,0.854,0.742,0.767,0.603,0.729,0,0,0,0.413,0.413,0.071,0.267,0,0.267,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.261,0.261,0.118,0.196,0,0.083,0,0.204,0.111,0.594,0.594,0.5,0.764,0.372,0.56,0,0,0,0,0,0.2,0.4,0,0.2,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.323,0.323,0.182,0.533,0,0.286,0,0.333,0.182,0.504,0.553,0.244,0.426,0.2,0.48,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.524,0.524,0,0.171,0,0.171,0,0.111,0.059,0.626,0.626,0.372,0.57,0.159,0.263,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.437,0.437,0.214,0.286,0,0.286,0,0,0,0.599,0.639,0.22,0.539,0.14,0.156,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.433,0.433,0,0.225,0,0.111,0,0.298,0.167,0.617,0.617,0.275,0.833,0.319,0.328,0,0,0,0,0,0.214,0.42,0.129,0.323,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.533,0.533,0,0.45,0,0.2,0,0.158,0.083,0.588,0.629,0.275,0.631,0.125,0.16,0,0,0,0.413,0.413,0.143,0.293,0,0.267,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.478,0.478,0.2,0.333,0.118,0.333,0,0.2,0.111,0.61,0.61,0.32,0.639,0.151,0.192,0,0.707,0.5,0.512,0.512,0.571,0.72,0.615,1,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.404,0.404,0.1,0.4,0,0.178,0,0.354,0.214,0.657,0.657,0.49,0.648,0.358,0.45,0,0,0,0.415,0.415,0.154,0.433,0,0.433,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.481,0.533,0.111,0.533,0.125,0.533,0,0.149,0.077,0.494,0.494,0.25,0.644,0.147,0.283,0,0,0,0.682,0.682,0.308,0.4,0.16,0.4,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.478,0.478,0.1,0.267,0,0.333,0,0.158,0.083,0.495,0.495,0.216,0.623,0.101,0.167,0,0,0,0,0,0.25,0.267,0,0.267,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.492,0.543,0.286,0.333,0.286,0.333,0,0.224,0.125,0.543,0.543,0.292,0.427,0.17,0.211,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.1,0.333,0,0.333,0,0.224,0.125,0.484,0.484,0.25,0.4,0.19,0.286,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0,0.2,0,0.2,0,0.2,0.111,0.598,0.598,0.333,0.693,0.222,0.235,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.486,0.486,0.125,0.333,0,0.333,0,0.365,0.222,0.585,0.585,0.44,0.693,0.226,0.292,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.489,0.54,0.133,0.433,0.08,0.467,0,0.316,0.188,0.696,0.696,0.396,0.757,0.413,0.295,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.519,0.519,0.071,0.417,0,0.246,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.458,0.458,0.071,0.675,0.067,0.25,0,0.5,0.333,0.701,0.701,0.6,0.75,0.412,0.493,0,0,0,0,0,0.25,0.267,0,0.267,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.083,0.35,0,0.4,0,0.5,0.333,0.696,0.696,0.533,0.667,0.353,0.387,0,0,0,0.437,0.437,0,0.267,0,0.267,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.167,0.567,0,0.244,0,0.25,0.143,0.622,0.622,0.467,0.625,0.235,0.347,0,0,0,0,0,0.125,0.267,0,0.267,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.154,0.66,0,0.167,0,0,0,0.404,0.404,0.22,0.5,0.067,0.227,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0.143,0.267,0,0.4,0,0.5,0.333,0.867,0.867,0.733,0.792,0.471,0.653,0,0,0,0.69,0.69,0.375,0.457,0.211,0.457,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.516,0.516,0.143,0.4,0,0.222,0,0.25,0.143,0.792,0.792,0.6,0.5,0.353,0.493,0,0,0,0.5,0.5,0.312,0.325,0.143,0.325,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.687,0.687,0.286,0.517,0.129,0.308,0,0,0,0.46,0.46,0.268,0.525,0.133,0.427,0,0,0,0,0,0.25,0.267,0,0.267,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0,0,0,0.25,0,0.25,0,0.5,0.333,0.84,0.84,0.667,0.625,0.485,0.643,0,0,0,0.69,0.69,0.375,0.457,0.211,0.457,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.44,0.44,0.071,0.4,0,0.4,0,0.5,0.333,0.858,0.858,0.667,0.625,0.485,0.643,0,0,0,0.69,0.69,0.375,0.457,0.211,0.457,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.454,0.454,0,0.333,0,0.3,0,0.25,0.143,0.762,0.762,0.6,0.583,0.353,0.48,0,0,0,0.428,0.428,0.188,0.371,0.148,0.371,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.442,0.442,0.077,0.3,0,0.3,0,0,0,0.46,0.514,0.268,0.525,0.167,0.333,0,0,0,0.437,0.437,0,0.267,0,0.267,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.484,0.484,0.118,0.25,0,0.267,0,0.169,0.091,0.683,0.714,0.488,0.643,0.4,0.512,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.477,0.477,0.176,0.328,0,0.267,0,0.224,0.125,0.542,0.588,0.36,0.6,0.227,0.28,0,0,0,0,0,0.2,0.533,0,0.2,0,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.592,0.592,0.118,0.506,0,0.141,0,0,0,0,0,0.326,0.627,0.08,0.272,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,mismatch
0,0,0.426,0.426,0.111,0.3,0,0.2,0,0,0,0.537,0.583,0.244,0.429,0.1,0.2,0,0,0,0,0,0.2,0.533,0,0.2,0,1,1,1,1,1,1,1,1,1,mismatch
