id,name,addr,city,type
"770-242-3984","holtbros.bar-b-q","6359jimmycarterblvd.atbufordhwy.norcross","atlanta","barbecue"
"404-255-7277","horseradishgrill","4320powersferryrd.","atlanta","southern"
"404-659-2788","hsu'sgourmet","192peachtreecenterave.atinternationalblvd.","atlanta","asian"
"404-351-0870","imperialfez","2285peachtreerd.peachtreebattlecondominium","atlanta","mediterranean"
"404-841-0314","kamogawa","3300peachtreerd.grandhyatt","atlanta","asian"
"770-395-9925","lagrottaatraviniadunwoodyrd.","holidayinn-crowneplazaatraviniadunwoody","atlanta","italian"
"770-451-0192","littleszechuan","cbufordhwy.northwoodsplazadoraville","atlanta","asian"
"404-255-5160","lowcountrybarbecue","6301roswellrd.sandyspringsplazasandysprings","atlanta","barbecue"
"404-355-5993","lunasi","1931peachtreerd.","atlanta","continental"
"404-874-2626","mamborestaurantecubano","1402n.highlandave.","atlanta","caribbean"
"404-237-1313","mckinnon'slouisiane","3209mapledr.","atlanta","southern"
"770-393-1333","mispiadunwoodyrd.","parkplaceacrossfromperimetermalldunwoody","atlanta","italian"
"404-842-0334","nickiemoto's:asushibar","247buckheadave.eastvillagesq.","atlanta","fusion"
"404-350-6755","palisades","1829peachtreerd.","atlanta","continental"
"404-874-3223","pleasantpeasant","555peachtreest.atlindenave.","atlanta","american"
"404-237-2941","pricci","500pharrrd.","atlanta","italian"
"404-875-7775","r.j.'suptownkitchen&winebar","870n.highlandave.","atlanta","american"
"404-233-7644","ribranch","25irbyave.","atlanta","barbecue"
"404-325-5285","satsuki","3043bufordhwy.","atlanta","asian"
"770-449-0033","satosushiandthai","6050peachtreepkwy.norcross","atlanta","asian"
"404-873-7358","southcitykitchen","1144crescentave.","atlanta","southern"
"404-325-6963","southoffrance","2345cheshirebridgerd.","atlanta","french"
"770-458-7145","stringer'sfishcampandoysterbar","3384shallowfordrd.chamblee","atlanta","southern"
"404-321-1118","sundowncafe","2165cheshirebridgerd.","atlanta","american"
"404-874-5535","tasteofneworleans","889w.peachtreest.","atlanta","southern"
"404-264-1163","tomtom","3393peachtreerd.","atlanta","continental"
"702-252-7737","antonio's","3700w.flamingo","lasvegas","italian"
"702-739-4111","bally'sbigkitchen","3645lasvegasblvd.s","lasvegas","buffets"
"702-871-3262","bamboogarden","4850flamingord.","lasvegas","asian"
"702-732-1424","battista'sholeinthewall","4041audriest.atflamingord.","lasvegas","italian"
"702-735-4663","bertolini's","3570lasvegasblvd.s","lasvegas","italian"
"702-382-1600","binion'scoffeeshop","128fremontst.","lasvegas","coffeeshops-diners"
"702-791-7111","bistro","3400lasvegasblvd.s","lasvegas","continental"
"702-432-7777","broiler","4111boulderhwy.","lasvegas","american"
"702-733-3111","bugsy'sdiner","3555lasvegasblvd.s","lasvegas","coffeeshops-diners"
"702-735-8686","cafemichelle","1350e.flamingord.","lasvegas","american"
"702-731-7547","caferoma","3570lasvegasblvd.s","lasvegas","coffeeshops-diners"
"702-731-5311","capozzoli's","3333s.marylandpkwy.","lasvegas","italian"
"702-252-7777","carnivalworld","3700w.flamingord.","lasvegas","buffets"
"702-386-2512","centerstageplazahotel","1mainst.","lasvegas","american"
"702-734-0410","circuscircus","2880lasvegasblvd.s","lasvegas","buffets"
"702-731-7888","empresscourt","3570lasvegasblvd.s","lasvegas","asian"
"702-367-2411","feast","2411w.saharaave.","lasvegas","buffets"
"702-385-7111","goldennuggethotel","129e.fremontst.","lasvegas","buffets"
"702-384-4470","goldensteer","308w.saharaave.","lasvegas","steakhouses"
"702-385-7111","lillielangtry's","129e.fremontst.","lasvegas","asian"
"702-737-1234","mandarincourt","1510e.flamingord.","lasvegas","asian"
"702-794-8200","margarita'smexicancantina","3120lasvegasblvd.s","lasvegas","mexican"
"702-454-8073","mary'sdiner","5111w.boulderhwy.","lasvegas","coffeeshops-diners"
"702-791-7111","mikado","3400lasvegasblvd.s","lasvegas","asian"
"702-733-2066","pamplemousse","400e.saharaave.","lasvegas","continental"
"702-732-6330","ralph'sdiner","3000lasvegasblvd.s","lasvegas","coffeeshops-diners"
"702-731-7525","thebacchanal","3570lasvegasblvd.s","lasvegas","onlyinlasvegas"
"702-876-4190","venetian","3713w.saharaave.","lasvegas","italian"
"702-871-8826","vivamercado's","6182w.flamingord.","lasvegas","mexican"
"702-794-0700","yolie's","3900paradiserd.","lasvegas","steakhouses"
"415-431-0692","2223","2223marketst.","sanfrancisco","american"
"415-567-5432","acquarello","1722sacramentost.","sanfrancisco","italian"
"415-982-0243","bardelli's","243o'farrellst.","sanfrancisco","oldsanfrancisco"
"415-929-8855","betelnut","2030unionst.","sanfrancisco","asian"
"415-495-6500","bistroroti","155steuartst.","sanfrancisco","french"
"415-433-6300","bix","56goldst.","sanfrancisco","american"
"415-543-2222","bizou","598fourthst.","sanfrancisco","french"
"415-776-7766","bucagiovanni","800greenwichst.","sanfrancisco","italian"
"415-474-4180","cafeadriano","3347fillmorest.","sanfrancisco","italian"
"415-776-1506","cafemarimba","2317chestnutst.","sanfrancisco","mexican-latinamerican-spanish"
"415-771-3500","californiaculinaryacademy","625polkst.","sanfrancisco","french"
"415-989-2589","capp'scorner","1600powellst.","sanfrancisco","italian"
"415-863-3516","carta","1772marketst.","sanfrancisco","american"
"415-543-8060","chevys","4thandhowardsts.","sanfrancisco","mexican-latinamerican-spanish"
"415-296-8555","cypressclub","500jacksonst.","sanfrancisco","american"
"415-788-9900","desalpes","732broadway","sanfrancisco","french"
"415-362-0404","faz","161sutterst.","sanfrancisco","greekandmiddleeastern"
"415-982-2000","fogcitydiner","1300batteryst.","sanfrancisco","american"
"415-546-5011","gardencourt","marketandnewmontgomerysts.","sanfrancisco","oldsanfrancisco"
"415-771-8822","gaylord's","ghirardellisq.","sanfrancisco","asian"
"415-292-0101","grandcafehotelmonaco","501gearyst.","sanfrancisco","american"
"415-771-6222","greens","bldg.afortmason","sanfrancisco","vegetarian"
"415-781-8833","harborvillage","4embarcaderocenter","sanfrancisco","asian"
"415-673-1888","harris'","2100vannessave.","sanfrancisco","steakhouses"
"415-882-1333","harrydenton's","161steuartst.","sanfrancisco","american"
"415-863-5545","hayesstreetgrill","320hayesst.","sanfrancisco","seafood"
"415-362-0641","helmand","430broadway","sanfrancisco","greekandmiddleeastern"
"415-668-8998","hongkongflowerlounge","5322gearyblvd.","sanfrancisco","asian"
"415-752-8833","hongkongvilla","2332clementst.","sanfrancisco","asian"
"415-441-7778","hydestreetbistro","1521hydest.","sanfrancisco","italian"
"415-986-0100","ilfornaiolevi'splaza","1265batteryst.","sanfrancisco","italian"
"415-563-0487","izzy'ssteak&chophouse","3345steinerst.","sanfrancisco","steakhouses"
"415-986-9854","jack's","615sacramentost.","sanfrancisco","oldsanfrancisco"
"415-752-5652","kabutosushi","5116gearyblvd.","sanfrancisco","asian"
"415-668-9292","katia's","6005thave.","sanfrancisco",""
"415-397-7720","kuleto's","221powellst.","sanfrancisco","italian"
"415-546-5000","kyo-ya.sheratonpalacehotel","2newmontgomeryst.atmarketst.","sanfrancisco","asian"
"415-982-1124","l'osteriadelforno","519columbusave.","sanfrancisco","italian"
"415-391-2233","lecentral","453bushst.","sanfrancisco","french"
"415-668-4848","lesoleil","133clementst.","sanfrancisco","asian"
"415-398-5700","macarthurpark","607frontst.","sanfrancisco","american"
"415-861-6224","manora","3226missionst.","sanfrancisco","asian"
"415-362-8286","maykadeh","470greenst.","sanfrancisco","greekandmiddleeastern"
"415-929-1730","mccormick&kuleto's","ghirardellisq.","sanfrancisco","seafood"
"415-487-9800","millennium","246mcallisterst.","sanfrancisco","vegetarian"
"415-989-7800","moose's","1652stocktonst.","sanfrancisco","mediterranean"
"415-931-1556","northindia","3131websterst.","sanfrancisco","asian"
"415-777-5577","onemarket","1marketst.","sanfrancisco","american"
"415-346-1333","oritalia","1915fillmorest.","sanfrancisco","italian"
"415-929-2087","pacificpanpacifichotel","500postst.","sanfrancisco","french"
"415-395-9800","paliod'asti","640sacramentost.","sanfrancisco","italian"
"415-346-2111","paneevino","3011steinerst.","sanfrancisco","italian"
"415-391-2555","pastis","1015batteryst.","sanfrancisco","french"
"415-922-9022","perry's","1944unionst.","sanfrancisco","american"
"415-982-7877","r&glounge","631bkearnyst.","sanfrancisco","or415-982-3811asian"
"415-434-4100","rubicon","558sacramentost.","sanfrancisco","american"
"415-421-2300","rumpus","1tillmanpl.","sanfrancisco","american"
"415-346-3486","sanppo","1702postst.","sanfrancisco","asian"
"415-395-8555","scala'sbistro","432powellst.","sanfrancisco","italian"
"415-495-7275","southparkcafe","108southpark","sanfrancisco","french"
"415-986-3222","splendidoembarcadero","4","sanfrancisco","mediterranean"
"415-861-7827","stars","150redwoodalley","sanfrancisco","american"
"415-861-4344","starscafe","500vannessave.","sanfrancisco","american"
"415-664-3664","stoyanof'scafe","12409thave.","sanfrancisco","greekandmiddleeastern"
"415-668-1783","straitscafe","3300gearyblvd.","sanfrancisco","asian"
"415-252-9289","suppenkuche","601hayesst.","sanfrancisco","russian-german"
"415-391-2373","tadichgrill","240californiast.","sanfrancisco","seafood"
"415-474-8890","theheights","3235sacramentost.","sanfrancisco","french"
"415-863-9335","thepin","298goughst.","sanfrancisco","asian"
"415-752-4440","tonkiang","3148gearyblvd.","sanfrancisco","asian"
"415-433-7250","vertigo","600montgomeryst.","sanfrancisco","mediterranean"
"415-346-4430","vivandeportavia","2125fillmorest.","sanfrancisco","italian"
"415-673-9245","vivanderistorante","670goldengateave.","sanfrancisco","italian"
"415-563-9727","worldwrapps","2257chestnutst.","sanfrancisco","american"
"415-957-9300","wukong","101spearst.","sanfrancisco","asian"
"415-541-4949","yanksing","427batteryst.","sanfrancisco","asian"
"415-566-6966","yayacuisine","12209thave.","sanfrancisco","greekandmiddleeastern"
"415-922-7788","yoyotsumamibistro","1611postst.","sanfrancisco","french"
"415-346-0800","zarzuela","2000hydest.","sanfrancisco","mexican-latinamerican-spanish"
"415-552-2522","zunicafe&grill","1658marketst.","sanfrancisco","mediterranean"
